'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[11:34:14.000 07/11/2076]',-5.861,23.834,20.708,23.443,2.735,25.397,19.145,14.847,3.907,19.927,35.946,9.377,1.172,22.271,11.331,34.383,9.768,42.589,-19.927,-14.066,-20.708,55.092,11.331
'[11:34:14.004 07/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[11:34:14.008 07/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[11:34:14.012 07/11/2076]',-0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.000,0.391,0.391,0.000,0.391,0.391,0.391,0.391,0.000
'[11:34:14.016 07/11/2076]',1.563,0.391,0.391,0.391,1.563,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.781,0.000,0.391,0.391,0.391,0.391,0.391
'[11:34:14.020 07/11/2076]',3.516,0.391,1.172,0.391,3.126,0.781,0.391,0.391,1.172,0.391,1.172,1.172,1.563,0.391,2.344,0.391,0.391,1.954,-0.391,1.563,0.391,-0.781,2.344
'[11:34:14.023 07/11/2076]',0.781,0.391,0.781,0.391,0.391,0.781,0.391,0.781,0.391,0.000,2.344,2.735,0.781,0.000,3.126,0.781,-0.781,3.516,0.000,2.344,0.000,-1.954,3.126
'[11:34:14.027 07/11/2076]',-3.516,0.391,-0.391,0.391,-3.907,0.391,0.000,0.781,0.391,-0.391,0.391,0.391,0.000,1.172,-0.391,0.391,-1.172,0.000,1.172,0.391,0.391,0.781,-0.391
'[11:34:14.031 07/11/2076]',-0.781,0.000,-0.391,0.391,-0.781,-0.781,0.391,0.391,1.172,0.391,-1.954,-3.126,0.391,1.563,-4.298,-0.781,1.172,-3.907,1.172,-1.954,1.954,3.516,-4.298
'[11:34:14.035 07/11/2076]',4.689,0.000,1.172,0.000,5.470,-0.391,0.391,-0.391,0.781,1.172,-0.391,-0.781,1.563,-0.391,0.391,-0.781,2.735,0.391,-0.391,1.172,1.563,-0.781,0.391
'[11:34:14.039 07/11/2076]',10.159,0.000,1.954,0.391,10.159,0.391,0.000,1.172,3.516,-0.391,4.689,6.252,5.470,-1.563,8.205,1.954,-0.781,7.424,-1.172,6.642,-1.172,-6.642,8.205
'[11:34:14.043 07/11/2076]',23.443,0.000,5.079,1.172,21.490,3.907,1.172,2.344,13.675,-1.954,10.940,11.722,14.847,0.781,16.410,2.735,-3.126,13.675,-4.298,14.066,-1.563,-9.768,16.410
'[11:34:14.047 07/11/2076]',17.973,-3.126,6.642,-0.391,11.331,4.689,0.391,2.344,10.940,-5.470,16.020,14.847,11.722,0.391,22.662,0.781,-8.205,23.834,-5.861,21.099,0.391,-16.410,22.662
'[11:34:14.051 07/11/2076]',14.847,-5.079,1.954,0.391,7.033,1.954,-3.126,6.252,25.006,-8.987,16.020,15.238,23.443,3.907,17.582,1.172,-13.284,22.271,-1.172,24.225,1.563,-17.582,17.582
'[11:34:14.055 07/11/2076]',8.596,-9.377,-1.563,-1.172,0.781,-3.907,-6.642,5.470,23.053,-11.722,12.503,6.642,20.317,4.689,8.596,-2.735,-14.457,11.722,2.344,23.443,5.470,-17.192,8.596
'[11:34:14.059 07/11/2076]',1.563,-15.238,-3.516,-3.126,-1.172,-12.503,-11.331,4.298,13.675,-13.675,7.033,1.954,15.629,0.000,-3.126,-3.907,-11.722,6.252,4.298,25.006,12.894,-19.927,-3.126
'[11:34:14.063 07/11/2076]',5.861,-16.410,-6.642,-4.689,11.722,-21.490,-18.364,5.470,13.675,-14.847,5.470,5.861,20.317,-4.689,-3.516,-0.391,-13.284,2.735,7.424,30.476,8.987,-26.178,-3.516
'[11:34:14.066 07/11/2076]',-2.735,-17.973,-8.987,-3.907,2.735,-23.443,-20.708,5.861,5.079,-16.410,7.033,6.252,13.675,-2.735,-7.033,-0.391,-16.801,-3.516,9.768,31.648,1.563,-23.443,-7.033
'[11:34:14.070 07/11/2076]',-14.066,-13.284,-9.377,-8.596,-10.549,-20.317,-19.927,3.516,-2.344,-13.284,4.689,1.563,7.033,-1.954,-7.033,-5.861,-11.722,-12.894,10.159,27.741,-1.172,-19.927,-7.033
'[11:34:14.074 07/11/2076]',3.907,-4.689,-6.252,-9.768,3.126,-14.457,-14.847,7.424,-1.563,-3.126,4.689,2.344,7.424,0.781,1.954,-8.596,-3.516,-12.503,7.033,23.053,-10.940,-15.629,1.954
'[11:34:14.078 07/11/2076]',8.596,1.563,-5.470,-9.768,-1.563,-5.861,-10.940,13.284,-4.689,0.391,11.331,5.861,7.814,0.391,12.112,-7.033,0.391,-7.033,6.252,22.271,-21.490,-20.708,12.112
'[11:34:14.082 07/11/2076]',15.238,8.987,-0.391,-8.987,-0.391,0.391,-5.861,19.927,-16.410,4.689,18.755,12.503,1.954,1.172,21.880,-3.907,5.861,-2.735,1.172,17.582,-21.490,-23.834,21.880
'[11:34:14.086 07/11/2076]',23.834,11.722,4.298,-3.516,6.252,0.781,0.391,28.132,-15.238,8.987,17.192,16.801,5.079,4.689,19.145,-1.172,12.894,-1.172,-3.516,14.066,-17.973,-17.973,19.145
'[11:34:14.090 07/11/2076]',25.006,12.112,6.642,-0.781,7.033,-0.391,4.298,32.821,-19.927,10.159,15.238,16.801,3.126,8.205,8.987,1.172,17.192,-0.391,-5.861,12.503,-11.722,-14.847,8.987
'[11:34:14.094 07/11/2076]',24.615,10.940,6.642,1.954,3.126,0.781,5.079,34.774,-14.457,6.252,15.238,19.145,8.205,9.377,5.861,2.344,17.582,-6.642,-5.861,14.066,-8.205,-17.192,5.861
'[11:34:14.098 07/11/2076]',20.317,10.159,9.377,2.344,-1.954,6.642,7.033,30.476,-2.344,1.172,16.020,21.099,18.364,5.470,5.079,5.861,21.099,-9.377,-8.596,17.192,-7.424,-16.801,5.079
'[11:34:14.102 07/11/2076]',18.364,4.689,8.205,7.033,-1.954,4.298,5.861,30.085,-0.391,-4.298,13.675,21.490,17.582,1.563,-4.298,14.847,21.099,-5.079,-7.424,21.099,-7.424,-16.410,-4.298
'[11:34:14.105 07/11/2076]',12.112,-0.391,5.861,12.894,-0.391,-3.516,6.252,28.913,21.099,-13.284,12.503,19.536,32.430,2.344,-7.814,13.675,19.927,-3.907,-5.079,19.536,0.000,-13.675,-7.814
'[11:34:14.109 07/11/2076]',-3.126,-7.033,7.424,14.847,-12.503,-8.596,6.252,27.350,28.523,-15.629,9.768,14.847,33.211,2.735,-7.424,9.377,16.410,-3.907,-6.642,22.662,3.126,-10.159,-7.424
'[11:34:14.113 07/11/2076]',4.298,-10.159,7.424,13.284,-0.781,-15.629,5.470,25.788,25.788,-14.847,5.470,7.814,30.867,4.689,-10.159,0.000,13.284,-1.563,-6.642,19.145,14.066,-7.033,-10.159
'[11:34:14.117 07/11/2076]',10.940,-12.894,2.735,15.629,6.642,-19.536,2.344,27.350,24.615,-13.675,-3.126,7.033,31.258,1.954,-13.675,-4.298,8.987,-9.768,-1.954,13.284,22.271,-5.079,-13.675
'[11:34:14.121 07/11/2076]',8.205,-13.284,2.735,8.987,2.735,-8.205,-3.126,14.847,19.536,-14.457,0.781,-1.563,28.132,-8.987,-8.987,-5.861,7.814,-16.410,-1.954,20.708,15.629,-11.331,-8.987
'[11:34:14.125 07/11/2076]',6.642,-17.973,4.298,5.470,0.781,-1.172,-6.642,6.642,6.642,-11.722,-1.172,-3.907,20.317,-16.410,-10.549,-3.516,12.112,-17.192,-3.516,22.271,17.973,-12.894,-10.549
'[11:34:14.129 07/11/2076]',6.642,-17.582,1.954,6.252,3.907,1.563,-9.377,0.781,6.642,-8.596,-1.954,-1.954,18.364,-16.410,-10.549,1.954,14.457,-8.205,-1.172,21.490,15.238,-12.894,-10.549
'[11:34:14.133 07/11/2076]',7.424,-13.675,-1.954,3.516,7.814,6.252,-11.331,-6.252,-8.205,-7.424,1.563,-2.735,-0.391,-12.503,-7.814,3.907,8.987,-5.079,2.735,20.708,7.033,-11.722,-7.814
'[11:34:14.137 07/11/2076]',10.549,-8.596,-8.987,0.781,13.675,6.642,-15.629,-11.331,-14.066,-4.689,-2.735,-7.424,-9.768,-7.814,-12.503,0.781,7.814,-7.814,9.768,12.894,5.861,-6.642,-12.503
'[11:34:14.141 07/11/2076]',7.814,1.172,-19.536,-1.172,13.675,8.205,-17.973,-15.238,3.907,-2.735,-9.377,-10.940,1.563,-8.596,-12.503,0.391,10.159,-10.549,20.317,1.172,0.391,-3.126,-12.503
'[11:34:14.145 07/11/2076]',-0.781,2.735,-18.364,-6.252,5.470,12.503,-21.490,-19.536,17.582,-5.470,-10.549,-12.503,9.377,-16.020,-6.642,1.172,9.768,-16.801,19.145,2.735,-7.814,-8.987,-6.642
'[11:34:14.148 07/11/2076]',-8.987,1.172,-8.205,-8.596,3.126,17.582,-22.662,-23.834,22.271,-10.940,-8.596,-15.238,11.722,-24.615,-3.126,2.735,7.814,-17.582,8.987,5.079,-4.689,-13.675,-3.126
'[11:34:14.152 07/11/2076]',-13.675,-0.391,-0.781,-5.861,3.516,17.973,-19.927,-23.834,32.039,-10.940,-13.284,-15.629,17.192,-27.741,-1.172,2.735,6.252,-14.847,1.563,5.470,-2.735,-12.894,-1.172
'[11:34:14.156 07/11/2076]',-0.391,0.000,5.470,-0.781,26.178,14.066,-14.847,-21.880,31.648,-8.987,-18.364,-14.066,14.066,-23.834,-4.689,3.907,0.391,-12.112,-4.689,0.781,5.470,-6.642,-4.689
'[11:34:14.160 07/11/2076]',7.424,-2.735,10.549,3.907,42.198,3.516,-8.205,-18.364,4.298,-8.205,-18.364,-12.894,-12.112,-21.880,-0.391,-0.781,-10.159,-10.159,-9.768,-1.563,14.847,-7.033,-0.391
'[11:34:14.164 07/11/2076]',4.298,-4.689,12.112,12.112,41.807,-1.954,-3.126,-10.549,3.516,-2.735,-21.490,-9.377,-11.331,-18.755,5.861,-6.252,-16.801,-5.470,-11.331,-8.596,29.695,-7.814,5.861
'[11:34:14.168 07/11/2076]',-3.516,-8.596,10.549,16.020,31.648,-7.033,0.781,-10.549,23.443,0.781,-22.662,-9.377,3.907,-11.722,5.079,-5.470,-15.629,-1.172,-9.768,-13.675,33.602,-2.344,5.079
'[11:34:14.172 07/11/2076]',-5.079,-9.377,14.457,9.768,26.569,-2.735,5.079,-19.145,18.755,3.907,-14.066,-15.238,-1.172,-8.596,9.768,-6.252,-13.284,5.470,-13.675,-12.112,29.304,-3.126,9.768
'[11:34:14.176 07/11/2076]',-0.781,-8.205,13.675,8.205,29.695,0.391,5.079,-22.662,17.192,2.735,-5.861,-13.675,-2.735,-10.159,14.457,-0.781,-11.331,8.987,-12.894,-4.689,13.675,-5.861,14.457
'[11:34:14.180 07/11/2076]',12.112,-4.689,9.768,4.689,41.807,1.563,4.689,-25.397,22.662,2.735,0.781,-10.159,1.954,-7.033,14.457,7.033,-10.940,18.364,-8.987,-0.781,-4.298,-1.954,14.457
'[11:34:14.184 07/11/2076]',15.629,-0.781,8.205,4.298,43.370,1.954,5.470,-23.443,14.847,2.344,8.987,-7.424,-5.470,-4.689,18.364,11.331,-16.020,22.271,-7.424,-0.781,-13.675,-1.954,18.364
'[11:34:14.188 07/11/2076]',10.159,1.563,8.205,4.298,39.463,1.172,4.298,-18.364,14.066,2.735,14.066,-5.470,-3.126,-5.079,22.271,12.112,-17.582,21.490,-7.424,-0.781,-19.145,-1.563,22.271
'[11:34:14.191 07/11/2076]',5.470,3.907,5.861,5.470,31.648,2.344,5.470,-16.801,20.317,7.033,14.457,-5.470,7.424,-5.861,25.788,9.377,-11.331,23.443,-5.079,-4.298,-15.629,-1.954,25.788
'[11:34:14.195 07/11/2076]',-1.954,7.424,6.252,4.298,12.503,11.331,7.033,-14.457,17.192,10.940,14.847,1.172,7.814,-6.642,30.867,13.284,-6.642,27.350,-5.470,-5.470,-15.238,-6.642,30.867
'[11:34:14.199 07/11/2076]',3.126,9.377,6.642,5.861,13.675,16.020,7.814,-10.940,14.457,9.768,16.801,8.205,8.205,-6.252,33.993,14.457,-6.252,22.662,-5.861,-5.470,-13.284,-10.159,33.993
'[11:34:14.203 07/11/2076]',4.298,10.159,3.126,9.768,10.549,12.894,10.940,-6.252,0.781,8.205,10.549,10.549,-3.126,-3.516,23.053,14.847,-1.954,14.847,-2.344,-6.252,-5.470,-8.205,23.053
'[11:34:14.207 07/11/2076]',6.252,5.470,1.563,10.159,8.596,9.377,11.722,-4.689,-1.563,6.252,5.470,9.377,-5.861,0.781,10.159,14.847,1.172,5.861,-0.781,-5.079,1.172,-3.516,10.159
'[11:34:14.211 07/11/2076]',5.079,2.735,-0.781,9.768,2.735,7.814,10.549,-3.516,2.344,3.126,4.298,9.377,0.000,1.563,5.470,12.503,0.391,0.391,1.563,3.516,0.000,-5.470,5.470
'[11:34:14.215 07/11/2076]',9.377,-0.391,-4.689,10.159,10.159,-0.391,6.252,-2.344,2.344,-1.563,1.954,10.549,3.126,0.391,-1.563,11.722,-0.391,-6.642,5.470,10.159,1.954,-6.252,-1.563
'[11:34:14.219 07/11/2076]',8.987,-7.033,-8.205,10.159,7.033,-3.907,2.735,-1.172,11.722,-2.735,-4.298,10.159,12.894,-1.563,-5.470,8.987,0.391,-11.722,8.987,10.940,4.689,-6.252,-5.470
'[11:34:14.223 07/11/2076]',-6.642,-11.722,-8.987,8.205,-8.987,-7.033,0.391,-2.344,11.331,-4.689,-9.377,4.689,13.675,-2.344,-8.596,-0.391,-1.563,-13.675,9.768,9.768,11.331,-7.033,-8.596
'[11:34:14.227 07/11/2076]',-7.424,-13.284,-10.159,7.424,-3.907,-15.629,-3.126,-0.391,5.079,-3.126,-14.066,3.126,11.331,-3.516,-6.642,-9.768,-1.563,-23.053,10.940,3.907,20.708,-10.549,-6.642
'[11:34:14.230 07/11/2076]',-17.973,-12.503,-3.516,-1.954,-10.940,-15.629,0.000,-7.814,-1.954,2.344,-14.066,-8.987,9.768,-3.126,-9.377,-18.364,3.907,-26.960,4.298,-1.954,30.476,-10.159,-9.377
'[11:34:14.234 07/11/2076]',-17.582,-6.252,-2.344,-11.331,-6.252,-8.987,-1.563,-20.317,-19.145,8.205,-12.112,-19.927,-1.172,-5.470,-12.112,-22.662,8.987,-26.569,3.126,0.391,23.443,-8.596,-12.112
'[11:34:14.238 07/11/2076]',-9.768,-0.781,-3.126,-13.284,2.344,-1.954,-1.563,-25.788,-34.774,10.940,-6.252,-25.006,-12.503,-10.549,-13.675,-17.192,10.549,-25.788,3.907,2.735,15.629,-9.377,-13.675
'[11:34:14.242 07/11/2076]',1.563,1.563,0.391,-14.066,15.629,1.954,1.563,-29.304,-33.993,15.238,-3.126,-26.569,-10.940,-8.987,-12.894,-13.284,17.582,-21.880,0.391,3.907,11.722,-6.252,-12.894
'[11:34:14.246 07/11/2076]',-8.205,0.391,2.344,-10.549,6.252,3.126,3.126,-28.523,-50.012,17.192,0.000,-23.443,-27.741,-5.861,-10.940,-10.549,19.536,-10.940,-1.563,7.814,9.377,-4.689,-10.940
'[11:34:14.250 07/11/2076]',-8.205,-2.735,3.907,-5.470,7.033,1.172,3.126,-24.615,-28.913,14.847,3.126,-22.271,-12.503,0.391,-5.861,-12.894,17.192,-12.503,-3.126,3.516,14.066,-2.735,-5.861
'[11:34:14.254 07/11/2076]',-5.079,-1.563,7.033,-7.814,10.159,1.172,6.642,-26.569,-1.563,15.629,4.689,-23.053,7.424,7.033,0.000,-17.582,19.536,-13.675,-6.252,0.781,15.238,1.172,0.000
