'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[13:43:04.000 06/11/2076]',-17.582,39.463,-3.516,8.596,-0.391,4.298,37.900,-14.847,-17.192,-44.933,25.006,153.162,101.978,-106.667,-59.780,180.513,-18.364,85.568,4.298,21.099,-8.987,-39.463,-59.780
'[13:43:04.004 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:43:04.008 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:43:04.012 06/11/2076]',0.781,0.391,0.391,0.391,0.391,0.391,0.781,0.000,0.391,0.781,0.391,1.172,1.954,-0.781,0.391,2.344,0.781,0.781,0.391,1.563,0.000,0.000,0.391
'[13:43:04.016 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,2.344,0.781,0.391,0.391,2.344,0.391,0.391,0.391,0.000,0.391,0.391,0.391
'[13:43:04.020 06/11/2076]',-1.172,1.954,0.391,-0.391,0.391,0.000,-1.954,2.735,-1.172,-1.563,-0.391,-4.298,-6.642,5.861,1.563,-8.596,-1.172,-2.344,0.391,-5.861,3.126,2.735,1.563
'[13:43:04.023 06/11/2076]',-1.954,1.954,0.391,0.000,0.000,-0.781,-1.563,2.344,-1.172,-1.954,0.000,-12.112,-8.596,7.424,1.563,-16.020,-1.172,-1.563,0.391,-5.079,3.126,1.954,1.563
'[13:43:04.027 06/11/2076]',0.781,-0.781,0.391,1.172,1.172,0.000,1.954,-1.563,1.563,1.172,0.781,-0.391,4.298,-3.126,-1.172,3.126,0.781,2.735,0.391,5.861,-1.172,-1.563,-1.172
'[13:43:04.031 06/11/2076]',3.126,-1.954,0.391,1.172,3.126,0.391,2.344,-3.126,3.126,2.344,0.391,18.364,13.284,-9.377,-2.735,23.834,1.563,2.735,0.391,8.205,-1.954,-1.563,-2.735
'[13:43:04.035 06/11/2076]',-0.391,1.563,0.391,-1.172,1.172,0.000,-3.126,1.954,-0.391,-0.781,-1.172,3.907,-3.516,4.298,1.172,0.000,-1.172,-3.907,0.391,-5.470,3.516,3.516,1.172
'[13:43:04.039 06/11/2076]',-6.642,6.252,0.391,-1.954,-1.172,-1.954,-7.814,8.596,-5.470,-6.252,-1.954,-29.695,-29.304,23.834,4.298,-44.542,-5.079,-9.377,0.391,-21.880,10.549,8.205,4.298
'[13:43:04.043 06/11/2076]',-16.020,12.894,-1.563,-4.298,0.781,-8.987,-19.536,17.973,-12.503,-17.582,-6.252,-49.621,-59.389,46.886,5.861,-81.661,-14.457,-19.927,2.344,-48.449,25.788,18.364,5.861
'[13:43:04.047 06/11/2076]',-23.053,17.192,-1.172,-8.596,6.252,-16.020,-28.913,22.662,-16.410,-26.178,-9.377,-82.051,-84.005,65.641,8.596,-126.203,-22.271,-26.960,1.954,-64.469,35.946,23.443,8.596
'[13:43:04.051 06/11/2076]',-22.662,12.503,-1.172,-5.861,16.410,-22.662,-29.304,17.582,-12.112,-26.960,-8.987,-86.349,-75.409,59.389,-0.391,-120.342,-26.178,-25.397,1.954,-52.357,37.509,20.317,-0.391
'[13:43:04.055 06/11/2076]',-19.536,7.033,-0.391,-5.861,27.741,-25.788,-30.476,9.768,-7.033,-23.443,-11.722,-64.078,-57.827,49.231,-9.768,-89.084,-27.350,-28.132,1.172,-41.416,39.072,19.145,-9.768
'[13:43:04.059 06/11/2076]',-18.364,5.470,2.344,-7.814,38.291,-28.132,-35.556,7.033,-3.907,-19.536,-16.020,-55.092,-55.092,50.794,-11.722,-79.316,-28.913,-32.821,-1.563,-41.026,42.589,22.271,-11.722
'[13:43:04.063 06/11/2076]',-20.317,5.470,5.861,-7.424,45.324,-30.085,-37.900,5.861,-4.298,-15.238,-16.020,-73.065,-64.860,60.952,-11.331,-95.336,-28.523,-36.337,-5.079,-43.761,48.059,25.006,-11.331
'[13:43:04.066 06/11/2076]',-21.880,5.470,7.424,-5.470,51.966,-33.602,-37.118,4.298,-6.642,-9.377,-19.145,-84.396,-74.628,68.376,-9.377,-104.713,-27.350,-38.681,-6.642,-46.886,49.621,28.132,-9.377
'[13:43:04.070 06/11/2076]',-19.536,5.861,10.940,-5.470,62.906,-36.337,-39.463,3.907,-5.470,-2.735,-20.708,-70.720,-72.674,67.204,-5.470,-88.694,-26.960,-39.072,-10.159,-48.449,49.231,29.695,-5.470
'[13:43:04.074 06/11/2076]',-17.973,3.516,13.284,-5.470,71.502,-40.244,-41.026,2.735,-5.470,1.563,-20.317,-61.343,-69.548,62.515,-3.126,-74.628,-27.741,-40.635,-12.503,-46.496,46.496,30.476,-3.126
'[13:43:04.078 06/11/2076]',-20.708,2.735,12.112,-4.689,71.893,-43.370,-43.761,5.079,-6.252,3.516,-19.536,-82.833,-79.316,68.767,-0.781,-94.554,-30.867,-46.886,-11.331,-49.621,44.151,32.430,-0.781
'[13:43:04.082 06/11/2076]',-22.271,3.907,11.722,-4.689,72.283,-44.933,-45.714,7.033,-4.689,5.470,-17.973,-93.382,-85.568,75.409,4.689,-105.885,-33.211,-48.059,-10.940,-54.310,41.026,34.774,4.689
'[13:43:04.086 06/11/2076]',-19.536,1.172,13.284,-4.298,75.409,-45.324,-44.542,5.470,0.391,5.861,-14.847,-69.939,-71.893,64.078,8.205,-79.707,-31.648,-41.026,-12.503,-49.231,36.337,32.821,8.205
'[13:43:04.090 06/11/2076]',-18.364,-1.172,15.238,-3.907,76.190,-46.496,-39.853,1.172,5.079,6.252,-12.503,-58.217,-60.952,55.092,10.940,-65.641,-30.476,-36.337,-14.457,-46.496,33.993,32.039,10.940
'[13:43:04.094 06/11/2076]',-20.708,0.000,17.192,-3.516,75.800,-47.668,-41.807,5.470,4.689,1.954,-10.940,-66.422,-72.283,62.906,17.973,-80.098,-34.383,-39.463,-16.410,-56.654,34.774,34.383,17.973
'[13:43:04.098 06/11/2076]',-17.192,0.391,19.145,-5.470,81.270,-46.496,-46.105,8.205,7.814,-3.126,-9.377,-65.250,-73.846,59.780,20.708,-78.535,-37.509,-39.072,-18.364,-59.780,30.085,33.211,20.708
'[13:43:04.102 06/11/2076]',-14.457,-3.907,23.443,-5.861,84.005,-48.840,-42.198,5.470,14.066,-5.079,-7.033,-60.952,-56.654,44.542,17.973,-66.422,-40.635,-33.602,-22.662,-47.668,24.225,28.132,17.973
'[13:43:04.105 06/11/2076]',-14.847,-5.470,27.350,-4.689,81.270,-51.575,-37.509,9.768,17.582,-3.516,-9.377,-60.952,-50.794,44.151,15.629,-66.422,-40.244,-33.602,-26.569,-48.449,30.085,29.695,15.629
'[13:43:04.109 06/11/2076]',-14.066,-3.516,30.476,-7.424,77.363,-51.184,-37.900,15.629,19.145,-3.516,-13.675,-56.264,-51.575,50.403,16.410,-71.111,-37.118,-35.946,-29.695,-55.873,37.118,33.993,16.410
'[13:43:04.113 06/11/2076]',-17.582,-2.735,33.211,-11.331,67.985,-55.092,-29.304,17.973,17.582,0.000,-16.020,-54.310,-48.449,58.217,17.973,-81.661,-30.085,-33.211,-32.430,-64.469,50.794,39.463,17.973
'[13:43:04.117 06/11/2076]',-21.099,-3.516,30.476,-6.642,57.827,-58.999,-22.662,22.271,8.987,3.126,-17.582,-51.575,-47.277,58.608,13.284,-82.051,-25.788,-31.258,-29.695,-64.860,60.171,37.118,13.284
'[13:43:04.121 06/11/2076]',-13.675,1.563,25.006,-12.894,59.389,-46.886,-27.741,14.457,3.907,0.000,-9.768,-56.654,-48.449,53.919,12.503,-81.661,-26.178,-34.774,-24.225,-57.827,45.714,31.258,12.503
'[13:43:04.125 06/11/2076]',-10.549,2.344,21.490,-13.675,56.654,-41.026,-31.258,13.675,-3.126,-3.907,-5.079,-43.370,-42.589,42.589,9.377,-67.595,-28.523,-32.821,-20.708,-50.403,37.900,25.006,9.377
'[13:43:04.129 06/11/2076]',-9.768,3.907,17.192,-16.410,51.575,-37.118,-32.039,11.722,-12.112,-7.033,-1.954,-48.449,-41.416,35.946,2.344,-69.158,-31.648,-30.476,-16.410,-42.979,32.821,17.192,2.344
'[13:43:04.133 06/11/2076]',-11.331,7.033,12.503,-21.490,44.933,-35.165,-34.774,10.940,-19.927,-9.768,-2.735,-56.264,-48.449,36.337,-0.781,-78.535,-34.774,-30.085,-11.722,-41.416,29.695,13.675,-0.781
'[13:43:04.137 06/11/2076]',-12.894,5.470,8.987,-24.225,36.728,-39.072,-34.383,13.675,-25.006,-9.768,-5.470,-38.291,-44.151,32.430,-4.298,-65.250,-37.118,-28.523,-8.205,-41.026,31.648,11.722,-4.298
'[13:43:04.141 06/11/2076]',-14.066,1.954,4.298,-27.350,28.913,-43.370,-32.821,11.722,-33.211,-6.252,-9.768,-23.443,-40.635,28.132,-9.768,-52.747,-38.291,-26.178,-3.516,-37.509,33.602,9.377,-9.768
'[13:43:04.145 06/11/2076]',-14.457,1.563,0.391,-32.430,20.708,-42.198,-33.602,8.596,-39.853,-4.689,-7.814,-44.542,-50.403,35.946,-11.331,-73.065,-38.291,-30.476,0.391,-39.072,30.867,7.424,-11.331
