'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[16:43:26.000 06/11/2076]',54.310,-16.801,10.549,2.344,57.436,19.145,39.463,-65.641,44.542,5.861,2.344,92.991,65.250,-19.145,-33.993,133.626,-11.331,28.523,-9.768,25.006,-51.184,33.211,-33.993
'[16:43:26.004 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[16:43:26.008 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[16:43:26.012 06/11/2076]',0.391,0.000,0.391,0.391,0.391,0.391,0.781,0.000,0.391,0.391,0.391,2.344,1.954,-1.172,0.391,2.735,0.391,0.781,0.391,1.563,0.391,0.000,0.391
'[16:43:26.016 06/11/2076]',1.563,0.391,0.391,0.391,1.563,0.391,0.000,0.391,0.391,0.391,0.391,0.391,0.000,0.781,0.391,0.000,0.391,0.000,0.391,0.000,0.391,0.391,0.391
'[16:43:26.020 06/11/2076]',1.563,1.954,0.391,-0.391,1.563,0.391,-2.344,3.126,-1.172,-0.391,0.000,-8.205,-7.033,7.424,0.391,-11.331,0.391,-2.344,0.391,-4.689,0.391,3.516,0.391
'[16:43:26.023 06/11/2076]',-0.781,1.172,0.391,0.391,-0.781,0.391,-0.391,1.954,0.000,-1.172,0.391,-7.814,-5.079,5.861,0.391,-9.768,0.781,0.000,0.391,-2.344,0.391,2.344,0.391
'[16:43:26.027 06/11/2076]',-1.563,-1.172,0.391,0.781,-1.954,0.391,4.689,-4.689,2.344,0.781,1.172,7.424,7.814,-6.642,0.391,11.331,0.391,5.079,0.391,5.861,0.000,-3.516,0.391
'[16:43:26.031 06/11/2076]',-0.391,-0.781,0.391,0.391,-1.563,1.954,3.126,-4.689,0.781,2.344,0.391,12.112,7.424,-8.205,0.391,16.020,0.391,1.954,0.391,3.516,0.781,-3.126,0.391
'[16:43:26.035 06/11/2076]',0.000,2.735,0.391,-1.172,0.000,1.563,-5.470,5.861,-1.172,-0.391,-1.172,-8.205,-7.814,7.424,1.954,-12.503,0.781,-5.861,0.391,-7.033,1.172,4.298,1.954
'[16:43:26.039 06/11/2076]',7.033,4.689,0.391,-2.344,8.596,0.000,-8.205,9.768,-3.907,-2.735,-1.563,-31.648,-23.443,21.099,1.954,-41.416,1.954,-7.814,0.391,-14.066,0.000,8.205,1.954
'[16:43:26.043 06/11/2076]',21.099,11.722,-2.735,-8.987,19.536,4.298,-14.457,10.159,-16.020,-7.033,-2.735,-66.813,-57.436,49.621,-2.735,-82.833,3.516,-16.020,3.516,-34.774,-1.563,22.662,-2.735
'[16:43:26.047 06/11/2076]',-2.735,18.755,-3.516,-11.722,-8.205,12.112,-16.020,11.722,-13.284,-12.894,-2.735,-89.866,-75.018,69.939,-3.907,-111.746,5.079,-14.847,4.298,-46.886,-0.781,30.476,-3.907
'[16:43:26.051 06/11/2076]',-16.020,10.549,-0.391,-12.112,-25.397,17.973,-4.689,-5.861,3.126,-12.894,-1.954,-74.628,-48.059,42.589,2.735,-85.568,7.424,-3.126,1.172,-35.165,-1.563,11.331,2.735
'[16:43:26.055 06/11/2076]',-20.317,12.112,-4.689,-19.536,-28.913,21.099,0.391,-25.397,-3.126,-3.126,-2.735,-64.860,-39.853,20.708,9.377,-65.641,10.159,-1.954,5.470,-35.165,0.000,0.391,9.377
'[16:43:26.059 06/11/2076]',-30.867,13.675,0.781,-16.410,-35.946,25.006,-7.424,-13.284,-25.397,-1.954,-5.861,-67.985,-63.687,20.708,10.159,-71.111,17.582,-9.768,0.000,-39.463,2.735,1.954,10.159
'[16:43:26.063 06/11/2076]',8.205,9.768,2.735,-21.880,7.424,16.801,-12.503,-12.503,-17.973,1.954,-8.205,-80.488,-52.357,19.927,10.940,-85.177,20.317,-14.847,-1.954,-38.291,-2.344,2.344,10.940
'[16:43:26.066 06/11/2076]',43.370,9.377,0.781,-21.099,46.496,14.457,-10.940,-16.801,-39.463,6.642,-6.642,-92.210,-67.985,25.788,0.391,-91.429,20.708,-17.192,0.000,-34.383,0.391,6.252,0.391
'[16:43:26.070 06/11/2076]',44.933,11.331,-3.126,-18.755,47.277,19.145,-15.238,-17.192,-39.463,8.987,-7.033,-93.382,-70.720,47.668,-15.629,-93.773,18.755,-19.536,3.907,-32.430,1.954,22.271,-15.629
'[16:43:26.074 06/11/2076]',18.364,10.549,-7.424,-17.192,11.722,23.834,-14.457,-16.410,6.642,5.470,-8.987,-88.694,-26.569,36.728,-1.172,-94.554,14.066,-17.973,8.205,-31.258,7.033,10.159,-1.172
'[16:43:26.078 06/11/2076]',-3.126,9.377,-8.205,-22.662,0.000,15.629,-15.629,-25.397,20.708,8.205,-8.596,-95.336,-8.987,30.476,5.079,-101.978,13.284,-15.629,8.987,-23.834,8.596,4.298,5.079
'[16:43:26.082 06/11/2076]',-34.774,10.940,-10.159,-16.020,-27.741,8.596,-17.582,-13.675,-12.112,16.410,-8.205,-98.852,-33.602,24.615,9.768,-105.104,17.973,-13.284,10.940,-22.271,7.033,1.172,9.768
'[16:43:26.086 06/11/2076]',-32.039,13.284,-7.424,-24.225,-34.774,5.079,-15.629,-5.470,-39.463,20.708,-8.596,-89.475,-53.138,16.410,15.629,-96.899,19.145,-14.066,8.205,-24.615,1.172,0.000,15.629
'[16:43:26.090 06/11/2076]',2.344,10.159,-1.563,-25.006,3.907,-4.298,-16.801,3.907,-31.648,28.132,-7.424,-81.270,-32.430,15.629,11.331,-88.303,20.317,-15.238,2.344,-21.490,4.689,4.298,11.331
'[16:43:26.094 06/11/2076]',14.457,11.722,0.391,-20.708,12.112,-4.298,-21.880,19.927,-54.310,32.039,-4.689,-94.945,-55.873,24.615,6.642,-99.634,17.582,-21.099,0.391,-21.099,-1.172,11.722,6.642
'[16:43:26.098 06/11/2076]',30.867,16.801,-7.033,-25.397,18.755,0.781,-25.788,21.490,-39.072,22.271,-3.907,-100.806,-50.794,27.741,5.861,-105.885,7.033,-23.834,7.814,-23.053,-10.940,14.457,5.861
'[16:43:26.102 06/11/2076]',47.277,17.973,-9.377,-25.006,33.993,-0.781,-21.880,19.927,21.490,10.940,-4.298,-80.879,13.284,19.536,-4.689,-80.879,-1.172,-18.755,10.159,-17.582,-18.364,16.410,-4.689
'[16:43:26.105 06/11/2076]',17.582,8.205,-7.033,-19.536,-1.954,-1.563,-18.755,20.708,4.298,3.516,-6.252,-68.376,-4.298,26.960,-19.145,-71.111,-7.033,-16.020,7.814,-10.159,-14.066,19.927,-19.145
'[16:43:26.109 06/11/2076]',10.159,5.079,-5.470,-18.364,-13.675,-2.735,-19.145,27.350,-7.814,-3.126,-12.503,-72.283,-33.993,29.695,-9.377,-84.005,-14.847,-21.490,6.252,-16.801,-3.516,9.768,-9.377
'[16:43:26.113 06/11/2076]',0.781,18.755,-9.377,-15.238,-17.582,-11.722,-12.503,37.118,5.470,-8.205,-18.364,-71.502,-25.788,40.635,-10.940,-96.899,-13.675,-19.536,10.159,-37.900,23.834,12.112,-10.940
'[16:43:26.117 06/11/2076]',-8.987,14.066,-11.722,-2.735,-14.066,-28.913,-7.814,40.635,-7.814,-10.159,-23.443,-51.575,-28.913,32.821,-13.675,-84.786,-13.675,-14.847,12.503,-34.774,44.151,7.814,-13.675
'[16:43:26.121 06/11/2076]',13.284,23.834,-21.099,-3.907,9.377,-21.099,-10.940,34.383,-8.987,-16.410,-18.755,-62.125,-28.913,18.755,-10.549,-86.740,-20.317,-17.192,21.880,-28.913,30.867,0.391,-10.549
'[16:43:26.125 06/11/2076]',10.159,36.337,-44.933,-4.298,4.298,-25.397,-17.973,36.337,-10.549,-21.490,-21.099,-56.654,-19.536,16.410,-26.178,-81.661,-26.178,-18.364,45.714,-39.853,28.132,3.126,-26.178
'[16:43:26.129 06/11/2076]',0.000,24.225,-39.072,-5.470,-10.940,-24.615,-17.582,32.821,-17.192,-25.397,-22.271,-48.059,-20.317,20.708,-46.886,-67.595,-30.476,-13.675,39.853,-19.145,15.238,10.940,-46.886
'[16:43:26.133 06/11/2076]',-7.424,0.781,-23.053,-2.344,-32.039,-15.238,-17.582,32.430,-16.801,-22.271,-21.880,-51.184,-20.708,5.861,-34.774,-64.469,-35.946,-11.722,23.834,10.940,2.735,-10.159,-34.774
'[16:43:26.137 06/11/2076]',-8.987,-10.159,-21.099,-0.781,-30.476,-21.099,-20.317,31.258,-20.317,-24.225,-26.569,-44.933,-28.132,-0.781,-28.132,-61.343,-37.900,-13.284,21.880,18.755,4.689,-17.582,-28.132
