'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[16:23:54.000 02/09/2075]',-7.033,9.377,-13.284,-14.066,2.344,-22.271,-7.814,2.735,-5.079,-26.569,-4.689,-1.563,-14.457,35.556,-43.761,-15.238,-24.615,-7.424,14.066,-7.033,20.317,28.523,-43.761
'[16:23:54.004 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[16:23:54.008 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[16:23:54.012 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.391,1.172,0.000,0.391,0.391,0.391,0.391,0.391,0.391,0.781,0.000
'[16:23:54.016 02/09/2075]',1.172,0.000,0.391,0.391,1.563,0.000,0.000,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391,0.391,1.172,0.391,0.000,0.000
'[16:23:54.020 02/09/2075]',-0.781,0.781,-0.781,0.391,0.391,-0.391,0.391,0.000,-1.172,0.391,0.781,0.391,0.391,-2.344,1.954,0.781,0.391,0.391,1.563,-0.391,0.391,-0.781,1.954
'[16:23:54.023 02/09/2075]',-4.298,1.563,-1.172,0.391,-5.079,0.781,1.563,-0.781,-0.391,0.391,1.172,0.000,0.000,-3.516,4.298,0.391,0.391,1.172,1.954,-2.735,0.391,-0.391,4.298
'[16:23:54.027 02/09/2075]',0.000,-0.391,1.563,0.391,-2.735,2.344,0.781,0.391,0.391,0.000,0.391,-0.391,-1.172,0.391,1.172,-0.391,0.391,0.391,-0.781,0.781,0.781,0.391,1.172
'[16:23:54.031 02/09/2075]',6.252,-3.126,3.907,0.781,5.470,0.391,0.000,1.954,-2.735,1.172,-0.391,1.563,-1.954,3.907,-3.126,1.172,0.391,0.391,-3.126,5.861,1.172,0.000,-3.126
'[16:23:54.035 02/09/2075]',2.344,0.391,0.391,0.781,5.079,-1.563,0.391,0.391,-0.391,1.954,1.172,1.954,3.907,-0.781,0.000,2.735,0.391,0.781,0.391,1.954,0.391,0.000,0.000
'[16:23:54.039 02/09/2075]',-5.470,3.126,-3.516,0.000,-3.516,-1.172,1.563,-2.344,2.735,-0.391,2.344,-1.172,6.252,-8.987,5.470,0.391,0.391,1.563,4.298,-3.907,-1.172,-3.126,5.470
'[16:23:54.043 02/09/2075]',-9.768,0.000,-6.642,0.391,-8.987,-4.298,1.172,-4.298,-16.020,-1.954,2.344,-1.172,-7.033,-26.178,15.238,0.391,-0.391,2.735,7.424,-3.907,0.000,-16.801,15.238
'[16:23:54.047 02/09/2075]',-30.867,5.079,-11.722,2.344,-36.728,0.781,10.159,-7.814,-33.211,1.954,7.814,1.563,-16.801,-45.714,37.118,4.298,0.000,8.987,12.503,-18.364,-0.391,-22.271,37.118
'[16:23:54.051 02/09/2075]',-29.304,-9.768,2.344,1.954,-46.105,6.252,14.457,-9.768,-25.006,0.781,8.596,-5.079,-13.284,-48.449,40.244,0.391,0.000,12.503,-1.563,-2.735,2.344,-31.258,40.244
'[16:23:54.055 02/09/2075]',-5.861,-17.192,12.503,6.642,-22.662,8.205,15.629,-3.907,-40.635,3.516,8.205,4.298,-22.271,-48.449,35.165,11.722,0.781,12.894,-11.722,12.112,3.516,-38.291,35.165
'[16:23:54.059 02/09/2075]',-11.722,-10.549,14.457,7.033,-26.960,12.503,19.145,-5.079,-44.542,12.112,13.284,6.642,-11.331,-33.602,19.145,14.457,1.172,17.582,-13.675,9.768,2.735,-18.755,19.145
'[16:23:54.063 02/09/2075]',0.781,-5.470,10.159,5.470,-20.317,19.927,16.801,-4.689,2.344,8.205,14.066,2.344,37.118,-35.165,13.284,12.894,0.781,16.020,-9.377,5.861,0.391,-16.020,13.284
'[16:23:54.066 02/09/2075]',8.205,3.516,1.954,1.954,-8.596,17.973,11.331,-4.689,-5.470,3.516,10.549,0.391,21.099,-33.211,16.020,3.907,0.391,11.722,-1.172,-0.391,-0.391,-18.364,16.020
'[16:23:54.070 02/09/2075]',4.298,5.079,-5.470,-0.391,-10.940,8.596,7.424,-1.954,-14.457,11.331,7.814,0.391,15.238,-35.946,26.960,-0.391,-1.172,10.549,6.252,-9.377,-1.172,-26.569,26.960
'[16:23:54.074 02/09/2075]',-2.735,3.516,-10.549,-1.563,-20.317,3.907,5.470,-1.563,15.629,6.642,3.907,2.344,28.523,-35.556,34.774,1.172,-1.172,8.205,11.331,-14.457,-2.344,-30.085,34.774
'[16:23:54.078 02/09/2075]',-8.987,-3.907,-5.470,-5.079,-2.344,-22.271,4.689,-5.079,3.516,-3.126,0.391,0.000,-1.954,-23.834,24.615,1.563,-1.563,3.516,6.252,-6.252,-5.861,-26.960,24.615
'[16:23:54.082 02/09/2075]',-22.271,0.391,-6.252,-3.516,-27.350,-5.861,3.907,-3.126,-17.973,0.000,0.391,3.516,-23.443,-15.238,17.582,6.642,-0.781,3.907,7.033,-10.159,-10.940,-18.364,17.582
'[16:23:54.086 02/09/2075]',-19.927,-1.563,-5.079,-0.391,-28.913,-0.781,4.689,-3.126,-3.516,-3.516,0.391,8.205,-2.735,7.424,-17.192,13.675,-1.563,3.516,5.861,-11.722,-8.596,15.238,-17.192
'[16:23:54.090 02/09/2075]',-2.344,-4.689,3.907,0.391,-7.033,2.735,7.424,-5.861,2.344,-4.298,2.735,0.781,4.689,-3.907,-5.470,5.861,-1.954,5.470,-3.126,-0.781,-10.549,6.642,-5.470
'[16:23:54.094 02/09/2075]',10.940,0.000,11.331,1.563,1.954,14.847,10.549,-3.516,-12.112,7.033,9.377,2.735,4.689,-34.383,31.648,5.470,-0.391,11.331,-10.549,2.735,-5.079,-26.960,31.648
'[16:23:54.098 02/09/2075]',11.331,7.033,1.954,3.907,0.391,14.457,11.722,-1.954,8.205,10.940,9.768,4.689,33.602,-45.714,39.463,6.642,-0.781,14.457,-1.172,-4.689,0.000,-35.165,39.463
'[16:23:54.102 02/09/2075]',-1.563,12.112,2.344,0.781,-10.940,14.457,16.410,-5.470,-6.252,12.503,13.284,0.391,18.755,-46.496,47.277,0.000,0.781,16.801,-1.563,-7.033,-0.391,-31.258,47.277
'[16:23:54.105 02/09/2075]',0.391,13.284,2.344,-1.172,-19.927,24.225,16.020,-4.689,-32.430,14.847,14.066,4.689,-1.563,-44.542,49.621,-0.391,4.689,16.410,-1.563,-4.298,0.781,-38.681,49.621
'[16:23:54.109 02/09/2075]',-1.563,12.112,-3.516,-1.172,-41.807,35.556,13.284,-0.391,-41.026,16.801,9.768,8.987,-2.735,-26.960,29.304,-2.735,6.642,14.847,4.298,-6.642,1.954,-22.271,29.304
'[16:23:54.113 02/09/2075]',-2.735,3.126,2.735,-2.735,-29.304,18.364,14.457,-3.126,-30.085,14.066,8.987,10.549,0.391,-9.377,16.801,-1.954,8.596,12.112,-1.954,-3.126,-2.344,0.391,16.801
'[16:23:54.117 02/09/2075]',-5.079,1.954,9.377,-5.470,-30.476,20.708,13.284,-1.563,0.000,5.079,9.768,11.722,11.331,-9.768,25.788,0.781,6.252,9.768,-8.596,1.563,-6.642,-7.033,25.788
'[16:23:54.121 02/09/2075]',0.391,2.735,7.033,-3.907,-24.615,19.145,8.987,1.954,10.159,0.000,8.596,16.020,12.503,-17.192,32.821,7.033,7.424,7.424,-6.252,2.735,-8.596,-22.271,32.821
'[16:23:54.125 02/09/2075]',1.954,7.814,0.781,-2.344,-18.364,15.629,9.768,1.563,31.258,-8.596,9.768,18.755,23.053,-1.563,19.145,10.549,4.689,7.424,0.000,-6.252,-12.112,-2.344,19.145
'[16:23:54.129 02/09/2075]',-3.907,16.801,-5.470,-2.344,-29.304,20.708,13.284,-0.391,23.834,-11.722,13.284,17.973,14.066,1.563,14.457,13.675,2.344,7.424,6.252,-12.894,-16.410,5.861,14.457
'[16:23:54.133 02/09/2075]',3.516,23.443,-13.675,1.954,-16.410,15.238,11.722,5.079,11.331,-3.516,11.722,22.271,12.894,-2.344,21.880,9.768,4.689,8.987,14.457,-17.192,-8.987,-6.252,21.880
'[16:23:54.137 02/09/2075]',0.781,22.662,-14.847,3.516,-17.973,12.112,12.112,5.861,1.563,7.424,10.159,21.490,21.490,13.284,7.033,-0.391,2.344,10.549,15.629,-16.801,-0.781,10.549,7.033
'[16:23:54.141 02/09/2075]',-4.689,16.801,-3.126,1.172,-11.722,6.252,12.503,2.735,0.391,15.238,8.205,15.238,24.225,10.549,10.940,-4.298,2.344,9.768,3.907,-7.814,-3.126,12.894,10.940
'[16:23:54.145 02/09/2075]',7.814,9.377,5.079,-1.563,5.861,4.689,9.768,0.000,-25.788,18.364,10.159,5.861,3.126,-21.099,39.853,-12.894,2.344,7.033,-4.298,6.642,-7.033,-19.536,39.853
'[16:23:54.148 02/09/2075]',22.271,-1.563,8.596,2.344,5.079,14.457,6.642,4.298,-53.529,19.536,8.205,8.987,-14.066,-34.383,40.244,-6.252,0.391,5.470,-7.814,12.503,-4.298,-29.304,40.244
'[16:23:54.152 02/09/2075]',0.391,1.954,8.596,5.079,-28.132,29.695,8.987,5.079,-21.880,10.549,11.331,17.582,1.954,-33.211,39.072,9.768,1.563,7.033,-7.814,2.735,-7.033,-20.708,39.072
'[16:23:54.156 02/09/2075]',-5.470,5.861,7.424,4.298,-30.476,25.788,11.722,4.298,-14.066,-3.516,14.066,13.675,-11.722,-25.788,35.165,12.503,5.470,4.298,-6.642,4.689,-8.987,-21.880,35.165
'[16:23:54.160 02/09/2075]',-5.470,4.298,5.470,8.205,-24.615,17.973,9.768,8.205,10.159,-1.563,10.549,8.596,11.722,-23.053,29.695,9.768,8.205,3.907,-4.689,8.205,-4.689,-27.350,29.695
'[16:23:54.164 02/09/2075]',-13.675,14.066,6.642,6.642,-19.145,13.675,13.284,5.079,43.370,5.079,12.503,5.079,44.151,-4.689,24.225,3.516,12.503,7.424,-5.861,-1.172,-1.563,-6.252,24.225
'[16:23:54.168 02/09/2075]',-0.781,16.020,8.205,4.298,0.391,9.768,14.066,3.126,28.132,7.424,12.894,5.079,25.788,-7.033,34.383,2.735,15.238,7.033,-7.424,0.391,-7.814,-4.689,34.383
'[16:23:54.172 02/09/2075]',18.755,22.271,0.000,2.344,25.397,4.298,9.377,3.126,25.397,15.238,8.987,0.391,36.728,-21.099,38.291,-1.563,13.284,4.689,0.781,-3.126,-4.689,-22.271,38.291
